currentNumberOfWords,maxNumberOfWords,currentTime,timeWithMaxWords,convergenceTime,maxNumberOfDifferentWords,currentNumberOfDifferentWords
164,164,103,102,103,71,71
165,165,104,104,104,71,71
164,165,105,104,105,71,71
166,166,106,106,106,72,72
168,168,107,107,107,73,73
169,169,108,108,108,73,73
169,169,109,108,109,73,73
171,171,110,110,110,74,74
172,172,111,111,111,74,74
173,173,112,112,112,74,74
174,174,113,113,113,74,74
176,176,114,114,114,75,75
175,176,115,114,115,75,75
176,176,116,114,116,75,75
177,177,117,117,117,75,75
178,178,118,118,118,75,75
179,179,119,119,119,75,75
180,180,120,120,120,75,75
181,181,121,121,121,75,75
182,182,122,122,122,75,75
184,184,123,123,123,76,76
185,185,124,124,124,76,76
186,186,125,125,125,76,76
184,186,126,125,126,76,76
186,186,127,125,127,77,77
186,186,128,125,128,77,77
187,187,129,129,129,77,77
189,189,130,130,130,78,78
190,190,131,131,131,78,78
191,191,132,132,132,78,78
191,191,133,132,133,78,78
193,193,134,134,134,79,79
194,194,135,135,135,79,79
195,195,136,136,136,79,79
196,196,137,137,137,79,79
198,198,138,138,138,80,80
199,199,139,139,139,80,80
200,200,140,140,140,80,80
201,201,141,141,141,80,80
201,201,142,141,142,80,80
202,202,143,143,143,80,80
204,204,144,144,144,81,81
205,205,145,145,145,81,81
206,206,146,146,146,81,81
204,206,147,146,147,81,81
205,206,148,146,148,81,81
204,206,149,146,149,81,81
205,206,150,146,150,81,81
206,206,151,146,151,81,81
207,207,152,152,152,81,81
208,208,153,153,153,81,81
209,209,154,154,154,81,81
209,209,155,154,155,81,81
211,211,156,156,156,82,82
213,213,157,157,157,83,83
214,214,158,158,158,83,83
214,214,159,158,159,83,83
215,215,160,160,160,83,83
214,215,161,160,161,83,83
215,215,162,160,162,83,83
215,215,163,160,163,83,83
216,216,164,164,164,83,83
218,218,165,165,165,84,84
219,219,166,166,166,84,84
220,220,167,167,167,84,84
219,220,168,167,168,84,84
221,221,169,169,169,85,85
223,223,170,170,170,86,86
223,223,171,170,171,86,86
224,224,172,172,172,86,86
225,225,173,173,173,86,86
227,227,174,174,174,87,87
228,228,175,175,175,87,87
229,229,176,176,176,87,87
229,229,177,176,177,87,87
229,229,178,176,178,87,87
227,229,179,176,179,87,87
228,229,180,176,180,87,87
230,230,181,181,181,88,88
230,230,182,181,182,88,88
229,230,183,181,183,88,88
231,231,184,184,184,89,89
232,232,185,185,185,89,89
232,232,186,185,186,89,89
233,233,187,187,187,89,89
233,233,188,187,188,89,89
234,234,189,189,189,89,89
235,235,190,190,190,89,89
236,236,191,191,191,89,89
237,237,192,192,192,89,89
239,239,193,193,193,90,90
238,239,194,193,194,90,90
239,239,195,193,195,90,90
240,240,196,196,196,90,90
239,240,197,196,197,90,90
239,240,198,196,198,90,90
239,240,199,196,199,90,90
239,240,200,196,200,90,90
240,240,201,196,201,90,90
242,242,202,202,202,91,91
242,242,203,202,203,91,91
241,242,204,202,204,91,91
243,243,205,205,205,92,92
244,244,206,206,206,92,92
243,244,207,206,207,92,92
244,244,208,206,208,92,92
245,245,209,209,209,92,92
246,246,210,210,210,92,92
247,247,211,211,211,92,92
248,248,212,212,212,92,92
249,249,213,213,213,92,92
251,251,214,214,214,93,93
252,252,215,215,215,93,93
253,253,216,216,216,93,93
254,254,217,217,217,93,93
255,255,218,218,218,93,93
256,256,219,219,219,93,93
257,257,220,220,220,93,93
257,257,221,220,221,93,93
258,258,222,222,222,93,93
260,260,223,223,223,94,94
261,261,224,224,224,94,94
260,261,225,224,225,94,94
261,261,226,224,226,94,94
262,262,227,227,227,94,94
264,264,228,228,228,95,95
265,265,229,229,229,95,95
266,266,230,230,230,95,95
267,267,231,231,231,95,95
267,267,232,231,232,95,95
266,267,233,231,233,95,95
266,267,234,231,234,95,95
265,267,235,231,235,95,95
265,267,236,231,236,95,95
263,267,237,231,237,95,95
263,267,238,231,238,95,95
263,267,239,231,239,95,95
264,267,240,231,240,95,95
265,267,241,231,241,95,95
266,267,242,231,242,95,95
265,267,243,231,243,95,95
267,267,244,231,244,96,96
268,268,245,245,245,96,96
269,269,246,246,246,96,96
267,269,247,246,247,96,96
268,269,248,246,248,96,96
268,269,249,246,249,96,96
268,269,250,246,250,96,96
268,269,251,246,251,96,96
268,269,252,246,252,96,96
268,269,253,246,253,96,96
269,269,254,246,254,96,96
270,270,255,255,255,96,96
269,270,256,255,256,96,96
267,270,257,255,257,96,95
269,270,258,255,258,96,96
270,270,259,255,259,96,96
270,270,260,255,260,96,96
270,270,261,255,261,96,96
271,271,262,262,262,96,96
272,272,263,263,263,96,96
272,272,264,263,264,96,96
271,272,265,263,265,96,96
272,272,266,263,266,96,96
273,273,267,267,267,96,96
272,273,268,267,268,96,96
272,273,269,267,269,96,96
272,273,270,267,270,96,96
271,273,271,267,271,96,96
272,273,272,267,272,96,96
274,274,273,273,273,97,97
275,275,274,274,274,97,97
276,276,275,275,275,97,97
275,276,276,275,276,97,97
275,276,277,275,277,97,97
276,276,278,275,278,97,97
276,276,279,275,279,97,97
278,278,280,280,280,98,98
279,279,281,281,281,98,98
280,280,282,282,282,98,98
280,280,283,282,283,98,98
281,281,284,284,284,98,98
281,281,285,284,285,98,98
281,281,286,284,286,98,98
281,281,287,284,287,98,98
282,282,288,288,288,98,98
282,282,289,288,289,98,98
283,283,290,290,290,98,98
282,283,291,290,291,98,98
283,283,292,290,292,98,98
282,283,293,290,293,98,98
282,283,294,290,294,98,98
281,283,295,290,295,98,98
282,283,296,290,296,98,98
283,283,297,290,297,98,98
283,283,298,290,298,98,98
284,284,299,299,299,98,98
284,284,300,299,300,98,98
285,285,301,301,301,98,98
285,285,302,301,302,98,98
285,285,303,301,303,98,98
284,285,304,301,304,98,98
285,285,305,301,305,98,98
284,285,306,301,306,98,98
285,285,307,301,307,98,98
284,285,308,301,308,98,98
286,286,309,309,309,99,99
285,286,310,309,310,99,99
284,286,311,309,311,99,99
285,286,312,309,312,99,99
286,286,313,309,313,99,99
287,287,314,314,314,99,99
288,288,315,315,315,99,99
288,288,316,315,316,99,99
288,288,317,315,317,99,99
289,289,318,318,318,99,99
290,290,319,319,319,99,99
290,290,320,319,320,99,99
291,291,321,321,321,99,99
290,291,322,321,322,99,99
291,291,323,321,323,99,99
291,291,324,321,324,99,99
292,292,325,325,325,99,99
290,292,326,325,326,99,99
291,292,327,325,327,99,99
291,292,328,325,328,99,99
292,292,329,325,329,99,99
291,292,330,325,330,99,99
292,292,331,325,331,99,99
293,293,332,332,332,99,99
292,293,333,332,333,99,99
293,293,334,332,334,99,99
293,293,335,332,335,99,99
293,293,336,332,336,99,99
291,293,337,332,337,99,99
291,293,338,332,338,99,99
289,293,339,332,339,99,99
290,293,340,332,340,99,99
288,293,341,332,341,99,99
287,293,342,332,342,99,99
288,293,343,332,343,99,99
289,293,344,332,344,99,99
290,293,345,332,345,99,99
289,293,346,332,346,99,99
290,293,347,332,347,99,99
291,293,348,332,348,99,99
292,293,349,332,349,99,99
292,293,350,332,350,99,99
292,293,351,332,351,99,99
291,293,352,332,352,99,99
292,293,353,332,353,99,99
293,293,354,332,354,99,99
295,295,355,355,355,100,100
294,295,356,355,356,100,100
295,295,357,355,357,100,100
296,296,358,358,358,100,100
294,296,359,358,359,100,100
295,296,360,358,360,100,100
296,296,361,358,361,100,100
297,297,362,362,362,100,100
298,298,363,363,363,100,100
298,298,364,363,364,100,100
295,298,365,363,365,100,100
294,298,366,363,366,100,100
295,298,367,363,367,100,100
294,298,368,363,368,100,100
295,298,369,363,369,100,100
296,298,370,363,370,100,100
296,298,371,363,371,100,100
295,298,372,363,372,100,100
293,298,373,363,373,100,99
294,298,374,363,374,100,99
294,298,375,363,375,100,99
295,298,376,363,376,100,99
294,298,377,363,377,100,99
292,298,378,363,378,100,98
291,298,379,363,379,100,98
291,298,380,363,380,100,98
292,298,381,363,381,100,98
293,298,382,363,382,100,98
294,298,383,363,383,100,98
295,298,384,363,384,100,98
295,298,385,363,385,100,98
294,298,386,363,386,100,97
295,298,387,363,387,100,97
296,298,388,363,388,100,97
295,298,389,363,389,100,97
296,298,390,363,390,100,97
296,298,391,363,391,100,97
296,298,392,363,392,100,97
297,298,393,363,393,100,97
298,298,394,363,394,100,97
296,298,395,363,395,100,97
296,298,396,363,396,100,97
297,298,397,363,397,100,97
295,298,398,363,398,100,97
296,298,399,363,399,100,97
293,298,400,363,400,100,97
293,298,401,363,401,100,97
292,298,402,363,402,100,97
290,298,403,363,403,100,97
291,298,404,363,404,100,97
290,298,405,363,405,100,97
290,298,406,363,406,100,97
291,298,407,363,407,100,97
292,298,408,363,408,100,97
292,298,409,363,409,100,97
292,298,410,363,410,100,97
293,298,411,363,411,100,97
294,298,412,363,412,100,97
294,298,413,363,413,100,97
292,298,414,363,414,100,97
293,298,415,363,415,100,97
293,298,416,363,416,100,97
294,298,417,363,417,100,97
294,298,418,363,418,100,97
292,298,419,363,419,100,97
292,298,420,363,420,100,97
293,298,421,363,421,100,97
293,298,422,363,422,100,97
294,298,423,363,423,100,97
295,298,424,363,424,100,97
296,298,425,363,425,100,97
297,298,426,363,426,100,97
296,298,427,363,427,100,97
297,298,428,363,428,100,97
298,298,429,363,429,100,97
297,298,430,363,430,100,97
295,298,431,363,431,100,96
295,298,432,363,432,100,96
294,298,433,363,433,100,96
294,298,434,363,434,100,96
295,298,435,363,435,100,96
296,298,436,363,436,100,96
296,298,437,363,437,100,96
297,298,438,363,438,100,96
297,298,439,363,439,100,96
296,298,440,363,440,100,95
297,298,441,363,441,100,95
296,298,442,363,442,100,95
296,298,443,363,443,100,95
295,298,444,363,444,100,95
295,298,445,363,445,100,95
295,298,446,363,446,100,95
295,298,447,363,447,100,95
295,298,448,363,448,100,95
296,298,449,363,449,100,95
295,298,450,363,450,100,95
296,298,451,363,451,100,95
297,298,452,363,452,100,95
297,298,453,363,453,100,95
298,298,454,363,454,100,95
297,298,455,363,455,100,95
298,298,456,363,456,100,95
299,299,457,457,457,100,95
298,299,458,457,458,100,95
298,299,459,457,459,100,95
298,299,460,457,460,100,95
297,299,461,457,461,100,95
298,299,462,457,462,100,95
299,299,463,457,463,100,95
299,299,464,457,464,100,95
296,299,465,457,465,100,94
296,299,466,457,466,100,94
294,299,467,457,467,100,94
295,299,468,457,468,100,94
296,299,469,457,469,100,94
296,299,470,457,470,100,94
294,299,471,457,471,100,94
293,299,472,457,472,100,93
294,299,473,457,473,100,93
294,299,474,457,474,100,93
294,299,475,457,475,100,93
293,299,476,457,476,100,93
292,299,477,457,477,100,93
292,299,478,457,478,100,93
291,299,479,457,479,100,93
290,299,480,457,480,100,93
292,299,481,457,481,100,94
293,299,482,457,482,100,94
294,299,483,457,483,100,94
295,299,484,457,484,100,94
296,299,485,457,485,100,94
295,299,486,457,486,100,94
296,299,487,457,487,100,94
297,299,488,457,488,100,94
297,299,489,457,489,100,94
296,299,490,457,490,100,94
297,299,491,457,491,100,94
296,299,492,457,492,100,94
295,299,493,457,493,100,94
296,299,494,457,494,100,94
295,299,495,457,495,100,94
296,299,496,457,496,100,94
295,299,497,457,497,100,94
295,299,498,457,498,100,94
296,299,499,457,499,100,94
296,299,500,457,500,100,94
295,299,501,457,501,100,94
295,299,502,457,502,100,94
293,299,503,457,503,100,94
293,299,504,457,504,100,94
293,299,505,457,505,100,94
294,299,506,457,506,100,94
294,299,507,457,507,100,94
294,299,508,457,508,100,94
293,299,509,457,509,100,93
290,299,510,457,510,100,91
290,299,511,457,511,100,91
290,299,512,457,512,100,91
291,299,513,457,513,100,91
292,299,514,457,514,100,91
291,299,515,457,515,100,90
291,299,516,457,516,100,90
289,299,517,457,517,100,90
289,299,518,457,518,100,90
290,299,519,457,519,100,90
289,299,520,457,520,100,90
290,299,521,457,521,100,90
291,299,522,457,522,100,90
290,299,523,457,523,100,90
291,299,524,457,524,100,90
292,299,525,457,525,100,90
294,299,526,457,526,100,91
292,299,527,457,527,100,91
292,299,528,457,528,100,91
293,299,529,457,529,100,91
293,299,530,457,530,100,91
294,299,531,457,531,100,91
295,299,532,457,532,100,91
296,299,533,457,533,100,91
297,299,534,457,534,100,91
298,299,535,457,535,100,91
299,299,536,457,536,100,91
300,300,537,537,537,100,91
299,300,538,537,538,100,91
297,300,539,537,539,100,90
296,300,540,537,540,100,90
296,300,541,537,541,100,90
296,300,542,537,542,100,90
297,300,543,537,543,100,90
298,300,544,537,544,100,90
298,300,545,537,545,100,90
297,300,546,537,546,100,90
298,300,547,537,547,100,90
298,300,548,537,548,100,90
297,300,549,537,549,100,90
296,300,550,537,550,100,90
297,300,551,537,551,100,90
297,300,552,537,552,100,90
298,300,553,537,553,100,90
297,300,554,537,554,100,90
298,300,555,537,555,100,90
297,300,556,537,556,100,90
296,300,557,537,557,100,90
297,300,558,537,558,100,90
298,300,559,537,559,100,90
297,300,560,537,560,100,90
296,300,561,537,561,100,90
296,300,562,537,562,100,90
296,300,563,537,563,100,90
295,300,564,537,564,100,89
293,300,565,537,565,100,89
292,300,566,537,566,100,89
293,300,567,537,567,100,89
292,300,568,537,568,100,89
293,300,569,537,569,100,89
292,300,570,537,570,100,89
292,300,571,537,571,100,89
291,300,572,537,572,100,89
292,300,573,537,573,100,89
292,300,574,537,574,100,89
293,300,575,537,575,100,89
292,300,576,537,576,100,89
292,300,577,537,577,100,89
292,300,578,537,578,100,89
293,300,579,537,579,100,89
294,300,580,537,580,100,89
295,300,581,537,581,100,89
296,300,582,537,582,100,89
297,300,583,537,583,100,89
296,300,584,537,584,100,89
297,300,585,537,585,100,89
295,300,586,537,586,100,89
295,300,587,537,587,100,89
296,300,588,537,588,100,89
297,300,589,537,589,100,89
297,300,590,537,590,100,89
297,300,591,537,591,100,89
295,300,592,537,592,100,88
293,300,593,537,593,100,87
292,300,594,537,594,100,87
292,300,595,537,595,100,87
293,300,596,537,596,100,87
294,300,597,537,597,100,87
293,300,598,537,598,100,87
291,300,599,537,599,100,86
292,300,600,537,600,100,86
292,300,601,537,601,100,86
293,300,602,537,602,100,86
294,300,603,537,603,100,86
294,300,604,537,604,100,86
293,300,605,537,605,100,86
291,300,606,537,606,100,85
290,300,607,537,607,100,85
289,300,608,537,608,100,85
290,300,609,537,609,100,85
289,300,610,537,610,100,85
289,300,611,537,611,100,85
289,300,612,537,612,100,85
288,300,613,537,613,100,85
288,300,614,537,614,100,85
287,300,615,537,615,100,85
287,300,616,537,616,100,85
287,300,617,537,617,100,85
288,300,618,537,618,100,85
288,300,619,537,619,100,85
288,300,620,537,620,100,85
287,300,621,537,621,100,85
288,300,622,537,622,100,85
287,300,623,537,623,100,85
288,300,624,537,624,100,85
287,300,625,537,625,100,85
286,300,626,537,626,100,85
287,300,627,537,627,100,85
287,300,628,537,628,100,85
285,300,629,537,629,100,85
284,300,630,537,630,100,85
285,300,631,537,631,100,85
284,300,632,537,632,100,85
284,300,633,537,633,100,85
284,300,634,537,634,100,85
283,300,635,537,635,100,85
282,300,636,537,636,100,85
281,300,637,537,637,100,85
281,300,638,537,638,100,85
281,300,639,537,639,100,85
280,300,640,537,640,100,85
280,300,641,537,641,100,85
278,300,642,537,642,100,85
277,300,643,537,643,100,85
276,300,644,537,644,100,84
276,300,645,537,645,100,84
276,300,646,537,646,100,84
277,300,647,537,647,100,84
278,300,648,537,648,100,84
279,300,649,537,649,100,84
278,300,650,537,650,100,84
278,300,651,537,651,100,84
278,300,652,537,652,100,84
278,300,653,537,653,100,84
277,300,654,537,654,100,84
277,300,655,537,655,100,84
278,300,656,537,656,100,84
277,300,657,537,657,100,84
277,300,658,537,658,100,84
278,300,659,537,659,100,84
279,300,660,537,660,100,84
280,300,661,537,661,100,84
280,300,662,537,662,100,84
281,300,663,537,663,100,84
280,300,664,537,664,100,84
280,300,665,537,665,100,84
281,300,666,537,666,100,84
281,300,667,537,667,100,84
282,300,668,537,668,100,84
283,300,669,537,669,100,84
284,300,670,537,670,100,84
284,300,671,537,671,100,84
284,300,672,537,672,100,84
284,300,673,537,673,100,84
282,300,674,537,674,100,84
282,300,675,537,675,100,84
282,300,676,537,676,100,84
282,300,677,537,677,100,84
281,300,678,537,678,100,83
278,300,679,537,679,100,82
278,300,680,537,680,100,82
277,300,681,537,681,100,82
276,300,682,537,682,100,82
276,300,683,537,683,100,82
276,300,684,537,684,100,82
277,300,685,537,685,100,82
277,300,686,537,686,100,82
278,300,687,537,687,100,82
278,300,688,537,688,100,82
277,300,689,537,689,100,82
277,300,690,537,690,100,82
277,300,691,537,691,100,82
278,300,692,537,692,100,82
278,300,693,537,693,100,82
279,300,694,537,694,100,82
278,300,695,537,695,100,82
279,300,696,537,696,100,82
280,300,697,537,697,100,82
280,300,698,537,698,100,82
281,300,699,537,699,100,82
280,300,700,537,700,100,82
280,300,701,537,701,100,82
281,300,702,537,702,100,82
280,300,703,537,703,100,82
279,300,704,537,704,100,82
279,300,705,537,705,100,82
279,300,706,537,706,100,82
279,300,707,537,707,100,82
278,300,708,537,708,100,82
278,300,709,537,709,100,82
277,300,710,537,710,100,82
278,300,711,537,711,100,82
279,300,712,537,712,100,82
279,300,713,537,713,100,82
280,300,714,537,714,100,82
281,300,715,537,715,100,82
278,300,716,537,716,100,79
278,300,717,537,717,100,79
279,300,718,537,718,100,79
279,300,719,537,719,100,79
280,300,720,537,720,100,79
281,300,721,537,721,100,79
281,300,722,537,722,100,79
281,300,723,537,723,100,79
279,300,724,537,724,100,78
279,300,725,537,725,100,78
279,300,726,537,726,100,78
280,300,727,537,727,100,78
280,300,728,537,728,100,78
280,300,729,537,729,100,78
279,300,730,537,730,100,78
278,300,731,537,731,100,77
279,300,732,537,732,100,77
278,300,733,537,733,100,77
279,300,734,537,734,100,77
280,300,735,537,735,100,77
280,300,736,537,736,100,77
280,300,737,537,737,100,77
280,300,738,537,738,100,77
279,300,739,537,739,100,76
280,300,740,537,740,100,76
279,300,741,537,741,100,76
278,300,742,537,742,100,76
278,300,743,537,743,100,76
277,300,744,537,744,100,76
277,300,745,537,745,100,76
276,300,746,537,746,100,76
276,300,747,537,747,100,76
276,300,748,537,748,100,76
275,300,749,537,749,100,76
275,300,750,537,750,100,76
275,300,751,537,751,100,76
274,300,752,537,752,100,76
273,300,753,537,753,100,76
273,300,754,537,754,100,76
273,300,755,537,755,100,76
271,300,756,537,756,100,76
271,300,757,537,757,100,76
271,300,758,537,758,100,76
271,300,759,537,759,100,76
271,300,760,537,760,100,76
271,300,761,537,761,100,76
272,300,762,537,762,100,76
271,300,763,537,763,100,76
271,300,764,537,764,100,76
272,300,765,537,765,100,76
272,300,766,537,766,100,76
272,300,767,537,767,100,76
272,300,768,537,768,100,76
272,300,769,537,769,100,76
273,300,770,537,770,100,76
274,300,771,537,771,100,76
274,300,772,537,772,100,76
273,300,773,537,773,100,76
273,300,774,537,774,100,76
273,300,775,537,775,100,76
274,300,776,537,776,100,76
273,300,777,537,777,100,76
272,300,778,537,778,100,76
273,300,779,537,779,100,76
273,300,780,537,780,100,76
273,300,781,537,781,100,76
273,300,782,537,782,100,76
273,300,783,537,783,100,76
272,300,784,537,784,100,76
272,300,785,537,785,100,76
272,300,786,537,786,100,76
272,300,787,537,787,100,76
272,300,788,537,788,100,76
273,300,789,537,789,100,76
273,300,790,537,790,100,76
273,300,791,537,791,100,76
274,300,792,537,792,100,76
274,300,793,537,793,100,76
275,300,794,537,794,100,76
274,300,795,537,795,100,75
275,300,796,537,796,100,75
275,300,797,537,797,100,75
275,300,798,537,798,100,75
275,300,799,537,799,100,75
274,300,800,537,800,100,75
273,300,801,537,801,100,75
272,300,802,537,802,100,75
272,300,803,537,803,100,75
270,300,804,537,804,100,74
271,300,805,537,805,100,74
271,300,806,537,806,100,74
271,300,807,537,807,100,74
270,300,808,537,808,100,74
269,300,809,537,809,100,74
270,300,810,537,810,100,74
270,300,811,537,811,100,74
271,300,812,537,812,100,74
271,300,813,537,813,100,74
272,300,814,537,814,100,74
271,300,815,537,815,100,74
271,300,816,537,816,100,74
271,300,817,537,817,100,74
270,300,818,537,818,100,74
270,300,819,537,819,100,74
271,300,820,537,820,100,74
271,300,821,537,821,100,74
271,300,822,537,822,100,74
271,300,823,537,823,100,74
271,300,824,537,824,100,74
272,300,825,537,825,100,74
273,300,826,537,826,100,74
272,300,827,537,827,100,74
272,300,828,537,828,100,74
273,300,829,537,829,100,74
272,300,830,537,830,100,74
272,300,831,537,831,100,74
271,300,832,537,832,100,74
269,300,833,537,833,100,74
270,300,834,537,834,100,74
271,300,835,537,835,100,74
272,300,836,537,836,100,74
270,300,837,537,837,100,74
269,300,838,537,838,100,74
268,300,839,537,839,100,74
267,300,840,537,840,100,74
267,300,841,537,841,100,74
268,300,842,537,842,100,74
268,300,843,537,843,100,74
269,300,844,537,844,100,74
268,300,845,537,845,100,73
268,300,846,537,846,100,73
268,300,847,537,847,100,73
269,300,848,537,848,100,73
269,300,849,537,849,100,73
269,300,850,537,850,100,73
269,300,851,537,851,100,73
269,300,852,537,852,100,73
269,300,853,537,853,100,73
268,300,854,537,854,100,73
268,300,855,537,855,100,73
267,300,856,537,856,100,73
268,300,857,537,857,100,73
268,300,858,537,858,100,73
268,300,859,537,859,100,73
266,300,860,537,860,100,73
267,300,861,537,861,100,73
267,300,862,537,862,100,73
267,300,863,537,863,100,73
266,300,864,537,864,100,73
266,300,865,537,865,100,73
267,300,866,537,866,100,73
267,300,867,537,867,100,73
267,300,868,537,868,100,73
267,300,869,537,869,100,73
268,300,870,537,870,100,73
268,300,871,537,871,100,73
268,300,872,537,872,100,73
268,300,873,537,873,100,73
268,300,874,537,874,100,73
268,300,875,537,875,100,73
268,300,876,537,876,100,73
267,300,877,537,877,100,72
267,300,878,537,878,100,72
267,300,879,537,879,100,72
267,300,880,537,880,100,72
267,300,881,537,881,100,72
267,300,882,537,882,100,72
266,300,883,537,883,100,72
266,300,884,537,884,100,72
266,300,885,537,885,100,72
265,300,886,537,886,100,72
266,300,887,537,887,100,72
266,300,888,537,888,100,72
264,300,889,537,889,100,71
264,300,890,537,890,100,71
264,300,891,537,891,100,71
265,300,892,537,892,100,71
265,300,893,537,893,100,71
265,300,894,537,894,100,71
266,300,895,537,895,100,71
266,300,896,537,896,100,71
265,300,897,537,897,100,71
264,300,898,537,898,100,71
263,300,899,537,899,100,71
260,300,900,537,900,100,71
260,300,901,537,901,100,71
259,300,902,537,902,100,71
259,300,903,537,903,100,71
259,300,904,537,904,100,71
257,300,905,537,905,100,70
256,300,906,537,906,100,69
256,300,907,537,907,100,69
256,300,908,537,908,100,69
257,300,909,537,909,100,69
258,300,910,537,910,100,69
258,300,911,537,911,100,69
258,300,912,537,912,100,69
258,300,913,537,913,100,69
259,300,914,537,914,100,69
259,300,915,537,915,100,69
258,300,916,537,916,100,69
259,300,917,537,917,100,69
260,300,918,537,918,100,69
260,300,919,537,919,100,69
260,300,920,537,920,100,69
260,300,921,537,921,100,69
260,300,922,537,922,100,69
261,300,923,537,923,100,69
262,300,924,537,924,100,69
263,300,925,537,925,100,69
263,300,926,537,926,100,69
263,300,927,537,927,100,69
262,300,928,537,928,100,69
262,300,929,537,929,100,69
261,300,930,537,930,100,69
261,300,931,537,931,100,69
262,300,932,537,932,100,69
263,300,933,537,933,100,69
264,300,934,537,934,100,69
264,300,935,537,935,100,69
265,300,936,537,936,100,69
265,300,937,537,937,100,69
264,300,938,537,938,100,68
264,300,939,537,939,100,68
262,300,940,537,940,100,67
260,300,941,537,941,100,67
259,300,942,537,942,100,67
258,300,943,537,943,100,67
259,300,944,537,944,100,67
258,300,945,537,945,100,66
258,300,946,537,946,100,66
259,300,947,537,947,100,66
260,300,948,537,948,100,66
260,300,949,537,949,100,66
260,300,950,537,950,100,66
259,300,951,537,951,100,66
259,300,952,537,952,100,66
258,300,953,537,953,100,66
258,300,954,537,954,100,66
257,300,955,537,955,100,66
257,300,956,537,956,100,66
257,300,957,537,957,100,66
257,300,958,537,958,100,66
256,300,959,537,959,100,65
257,300,960,537,960,100,65
256,300,961,537,961,100,65
256,300,962,537,962,100,65
256,300,963,537,963,100,65
256,300,964,537,964,100,65
255,300,965,537,965,100,64
256,300,966,537,966,100,64
256,300,967,537,967,100,64
256,300,968,537,968,100,64
256,300,969,537,969,100,64
256,300,970,537,970,100,64
257,300,971,537,971,100,64
257,300,972,537,972,100,64
257,300,973,537,973,100,64
257,300,974,537,974,100,64
258,300,975,537,975,100,64
258,300,976,537,976,100,64
258,300,977,537,977,100,64
258,300,978,537,978,100,64
258,300,979,537,979,100,64
257,300,980,537,980,100,64
258,300,981,537,981,100,64
258,300,982,537,982,100,64
258,300,983,537,983,100,64
258,300,984,537,984,100,64
258,300,985,537,985,100,64
258,300,986,537,986,100,64
259,300,987,537,987,100,64
259,300,988,537,988,100,64
